temp,energy
2.69598,-0.967248316
2.703518,-0.960579516
2.711055,-0.954018631
2.718593,-0.955944084
2.726131,-0.947012132
2.733668,-0.942530559
2.741206,-0.942960593
2.748744,-0.936870178
2.756281,-0.931680709
2.763819,-0.924762547
2.771357,-0.921443784
2.778894,-0.919554026
2.786432,-0.916175984
2.79397,-0.910810182
2.801508,-0.90735817
2.809045,-0.903107908
2.816583,-0.89956649
2.824121,-0.895730278
2.831658,-0.892461281
2.839196,-0.889273069
2.846734,-0.888905157
2.854271,-0.879734074
2.861809,-0.878801177
2.869347,-0.871910967
2.876884,-0.868651363
2.884422,-0.868061257
2.89196,-0.86383395
2.899497,-0.859621918
2.907035,-0.856350286
2.914573,-0.853031584
2.922111,-0.849628761
2.929648,-0.844827251
2.937186,-0.846009974
2.944724,-0.839646983
2.952261,-0.837047916
2.959799,-0.832185209
2.967337,-0.832232881
2.974874,-0.826973497
2.982412,-0.824926667
2.98995,-0.820953958
2.997487,-0.819028156
3.005025,-0.815206527
3.012563,-0.812260448
3.020101,-0.81068575
3.027638,-0.805870543
3.035176,-0.803942539
3.042714,-0.797202683
3.050251,-0.797508789
3.057789,-0.793530138
3.065327,-0.792409493
3.072864,-0.786453085
3.080402,-0.785124496
3.08794,-0.786131243
3.095477,-0.781089121
3.103015,-0.779681333
3.110553,-0.778228769
3.11809,-0.771409686
3.125628,-0.768655011
3.133166,-0.768404901
3.140704,-0.760312573
3.148241,-0.762214851
3.155779,-0.756133397
3.163317,-0.758677954
3.170854,-0.752475848
3.178392,-0.754686931
3.18593,-0.751463255
3.193467,-0.747851015
3.201005,-0.74576593
3.208543,-0.744178122
3.21608,-0.741343183
3.223618,-0.736181534
3.231156,-0.736689233
3.238693,-0.729459075
3.246231,-0.731369582
3.253769,-0.728620893
3.261307,-0.724993666
3.268844,-0.719876861
3.276382,-0.71979399
3.28392,-0.719749894
3.291457,-0.716322318
3.298995,-0.711556272
3.306533,-0.71309154
